open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ema_12,ema_26,ema_50,ema_200,sma_20,sma_50,rsi_14,rsi_7,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,atr_14,volume_sma_20
2026-03-19 00:00:00,2203.39,2233.72,2187.24,2212.29,52579.6266,2026-03-19 03:59:59.999,116020711.247561,674609,25521.1448,56335753.479216,2247.838872903064,2228.638234589105,2178.1162859147835,2132.136256328215,2276.781,2156.7014,29.255412163816246,24.293122003717926,19.200638313958734,40.59122701704714,-21.390588703088405,2393.3592324900583,2276.781,2160.2027675099416,51.152142857142834,100602.05037499999
2026-03-19 04:00:00,2212.29,2213.11,2143.14,2166.68,79211.2867,2026-03-19 07:59:59.999,172233669.797031,952951,35620.2481,77448414.224734,2235.352892456439,2224.048735730653,2177.667804114204,2132.4799751707205,2276.2,2159.3048,19.903712559371854,11.657334332701396,11.304156725786015,34.733812958794914,-23.4296562330089,2394.9405592922335,2276.2,2157.459440707766,51.69714285714284,97977.78396
2026-03-19 08:00:00,2166.68,2192.07,2158.09,2166.92,65786.0455,2026-03-19 11:59:59.999,143056658.122879,804469,31737.74,68983859.83955,2224.824755155448,2219.8169775283823,2177.2463215999214,2132.8226619849424,2272.7625,2162.2198000000003,22.344269403092966,13.066901753355012,5.007777627065934,28.78860589244912,-23.780828265383185,2400.1119003250014,2272.7625,2145.413099674998,49.22214285714286,94568.68127999999
2026-03-19 12:00:00,2166.92,2167.48,2099.38,2118.81,165314.3215,2026-03-19 15:59:59.999,351437575.460591,1976852,70462.9908,149839695.389345,2208.5147928238407,2212.334979192947,2174.9547011450227,2132.6832325124556,2266.2555,2164.3451999999997,17.069710250023732,13.085487272549017,-3.820186369106068,22.266847440138083,-26.08703380924415,2410.8583299169118,2266.2555,2121.6526700830887,50.964285714285715,93486.30746999999
2026-03-19 16:00:00,2118.81,2156.92,2104.87,2141.19,86393.2993,2026-03-19 19:59:59.999,183669068.411107,1181258,50055.9276,106426024.093404,2198.1571323894036,2207.0649807342097,2173.6305952177668,2132.767876965068,2259.818,2166.813,22.594265804470496,33.93042395739691,-8.907848344806098,16.03190828314925,-24.939756627955347,2414.819781395468,2259.818,2104.8162186045324,52.442857142857164,93339.837695
2026-03-19 20:00:00,2141.18,2155.62,2130.57,2137.81,41507.0994,2026-03-19 23:59:59.999,88989378.618552,552021,22085.1275,47349517.118212,2188.8729581756493,2201.9349821613055,2172.225865993541,2132.818047343525,2253.0144999999998,2168.5746,23.1031671749042,33.56595511767935,-13.062023985656197,10.213121829388161,-23.275145815044358,2417.0965289687597,2253.0144999999998,2088.93247103124,50.41357142857142,86513.36157
2026-03-20 00:00:00,2137.82,2160.78,2132.69,2151.38,44494.7603,2026-03-20 03:59:59.999,95582855.132636,621009,25150.3822,54041179.030152,2183.104810764011,2198.1901686678757,2171.408381052618,2133.002743389858,2244.0375,2170.081,25.209960650731333,31.71109079400823,-15.08535790386486,5.153425882737556,-20.23878378660242,2409.8099548097853,2244.0375,2078.2650451902146,50.25857142857145,82354.333955
2026-03-20 04:00:00,2151.38,2159.24,2121.25,2150.54,43279.9495,2026-03-20 07:59:59.999,92708311.616372,574468,23004.6609,49278199.243365,2178.09483987724,2194.6605265443295,2170.590013168202,2133.177243455631,2233.916,2172.0524,25.358145030276305,26.98128681130264,-16.56568666708972,0.8096033727721008,-17.375290039861824,2396.370207235143,2233.916,2071.4617927648574,50.97857142857145,78021.918955
2026-03-20 08:00:00,2150.53,2176.84,2131.56,2141.5,61690.4049,2026-03-20 11:59:59.999,132808271.126978,842145,32509.974,70031113.833613,2172.4648645115108,2190.722709763268,2169.4492283380764,2133.260056953585,2224.991,2174.4148,19.3081974288622,37.09512095120971,-18.257845251757317,-3.003886352133783,-15.253958899623534,2387.145023193604,2224.991,2062.836976806396,51.141428571428605,73154.358225
2026-03-20 12:00:00,2141.49,2152.74,2116.88,2134.01,68483.295,2026-03-20 15:59:59.999,146124884.706072,1320553,36941.5194,78840288.919625,2166.54873150974,2186.5217682993225,2168.0594546777597,2133.2675190734494,2215.3064999999997,2176.281,20.269264377488085,34.30016219826365,-19.973036789582693,-6.397716439623565,-13.575320349959128,2374.745494936284,2215.3064999999997,2055.8675050637153,51.526428571428596,72239.35914999999
2026-03-20 16:00:00,2134.0,2144.76,2117.41,2132.91,45009.742,2026-03-20 19:59:59.999,95856620.222777,754341,23315.0888,49663997.32335,2161.373542046703,2182.5505262030765,2166.6810446903964,2133.2639616697334,2205.611,2177.6825999999996,23.932897703389585,62.19723183390982,-21.176984156373692,-9.35356998297359,-11.823414173400101,2360.001233792499,2205.611,2051.2207662075007,48.466428571428615,71498.830735
2026-03-20 20:00:00,2132.91,2168.0,2123.96,2146.22,37198.0261,2026-03-20 23:59:59.999,79914585.325819,482856,21278.5187,45707408.246805,2159.0422278856718,2179.8593761139596,2165.878650780969,2133.3928774740148,2197.123,2179.1603999999998,39.282019449617266,55.16109172994018,-20.817148228287806,-11.646285632036435,-9.170862596251371,2344.4698426750015,2197.123,2049.7761573249986,44.36000000000003,68105.52906
2026-03-21 00:00:00,2146.21,2159.87,2144.24,2153.6,15716.7385,2026-03-21 03:59:59.999,33816406.227969,249850,7924.7318,17053878.225562,2158.204962057107,2177.914237142555,2165.3971350640686,2133.593943369796,2188.7920000000004,2180.8406,41.892503393835845,64.97250142234006,-19.7092750854481,-13.258883522718769,-6.45039156272933,2325.274855001825,2188.7920000000004,2052.3091449981757,41.681428571428604,66369.644665
