open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ema_10,ema_20,ema_50,sma_30,sma_52,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_14,volume_sma_10,volume_ratio,price_change_1w,price_change_4w,price_change_12w,price_change_52w
2017-10-23,293.78,310.0,272.2,305.0,62381.73012,2017-10-29 23:59:59.999,18428149.0513303,46338,29501.24036,8729916.1841581,305.0663260361752,303.68690734302555,301.67618121279287,,,,1.653027998818743,1.3351815886416054,0.31784641017713766,,,,,,,44391.609580000004,1.405259478316037,3.8156506348071773,0.3454515545320058,,
2017-10-30,305.0,316.0,274.73,295.53,62514.42916,2017-11-05 23:59:59.999,18567418.2764419,65325,26308.8413,7850212.4780238,303.3324485750524,302.9100590246422,301.4351544985657,,,,0.7956804399229327,1.227281358897871,-0.43160091897493835,,,,,,,46119.663907,1.3554831901216786,-3.1049180327868964,-4.9956601408043255,,
2017-11-06,295.19,329.0,281.01,305.24,91617.71857,2017-11-12 23:59:59.999,27756083.135704,70856,41760.40938,12699540.8474608,303.67927610686104,303.13195816515247,301.58436412607296,,,,0.8894887007318744,1.1597228272646718,-0.27023412653279744,,,,,,,51892.794337,1.765519081031175,3.2856224410381385,-9.681619126523843,2.052825142092951,
2017-11-13,304.0,373.56,303.7,354.15,114805.04703,2017-11-19 23:59:59.999,38056342.9060487,73053,56135.25997,18648809.7609739,312.855771360159,307.9908192922808,303.645761611325,,,58.01333372150571,4.854500999647939,1.8986784617413255,2.955822537906614,,,,,,71.99,59824.775708,1.919021771019324,16.023456951906677,20.54528745021953,1.7292390773561594,
2017-11-20,355.15,484.47,350.02,462.84,161563.3564,2017-11-26 23:59:59.999,65799137.7800395,92375,80401.87598,32668518.9282092,340.1256311128574,322.73836031206355,309.88867292068477,,,68.1056216550931,16.576097518745712,4.834162273142203,11.741935245603509,,,,,,79.15214285714286,70155.147909,2.302943707132766,30.69038542990259,51.75081967213113,35.4244082277555,
2017-11-27,462.84,515.0,385.0,460.3,227584.5006,2017-12-03 23:59:59.999,102998151.1805946,135117,113161.42005,51145650.0387975,361.9755163650651,335.8394688537718,315.78715633555987,,,63.824595134215784,25.368162056286792,8.940962229771122,16.42719982651567,,,,,,73.87214285714286,91030.258505,2.5000972680693803,-0.5487857574971833,55.75406896085002,56.8313458262351,
2017-12-04,460.3,488.0,375.01,427.35,246454.47236,2017-12-10 23:59:59.999,107834672.472558,204388,110693.01126,48689050.3559559,373.86178611687143,344.55475753436497,320.16216981259674,,,59.898676783566216,29.338945815827117,13.020558946982321,16.318386868844797,,,,,,76.635,111403.077143,2.21227706343914,-7.158374972843795,40.00458655484209,65.92894583576006,
2017-12-11,427.35,747.6,427.35,707.64,305806.30833,2017-12-17 23:59:59.999,191846858.821031,302030,149899.49363,94440275.6793715,434.5487340956221,379.13430443585406,335.35737883955375,,,81.17115760951378,54.474928011298005,21.31143275984546,33.163495251452545,,,,,,91.72428571428573,139448.436086,2.192970512350562,65.58792558792557,99.81363828886064,150.93617021276597,
2017-12-18,707.62,864.9,504.99,658.0,594909.64588,2017-12-24 23:59:59.999,417083308.5080552,514657,296778.13182,209450843.3483336,475.1762369873271,405.6929421086299,348.0100306497673,,,79.53214649183617,69.58767841502817,30.966681890882,38.620996524146165,,,,,,108.54214285714286,193053.823355,3.0815740167240366,-7.014866316205981,42.16575922565033,116.48297417338381,
2017-12-25,659.4,766.05,599.99,733.98,479152.58214,2017-12-31 23:59:59.999,340620171.9613985,636926,241719.78599,172044920.2651924,522.2314666259949,436.9583761935223,363.14610787918826,,,80.9779032788683,86.69621302290761,42.11258811728713,44.58362490562048,680.4869349539733,388.9425,97.39806504602666,1.4991647091998088,1.0917408439891363,116.53785714285716,234678.97905899998,2.04173626483835,11.547112462006082,59.456875950467094,135.9533224033176,
2018-01-01,733.01,1125.0,716.8,1123.09,593710.08794,2018-01-07 23:59:59.999,548775395.9481493,774639,309164.43715,286166799.4911817,631.4784726939959,502.30424512747254,392.94782913882796,,,87.34635445161761,130.15245850745242,59.7205621953202,70.43189631213222,865.5955806598377,430.142,-5.3115806598376025,2.0246968706140653,1.2956623056698535,142.90928571428572,287811.814841,2.0628412640669103,53.013706095533934,162.80332280332277,232.31447508580897,
2018-01-08,1123.09,1440.0,910.0,1347.0,900313.84206,2018-01-14 23:59:59.999,1105250963.3796098,1085201,453671.23294,558382178.870464,761.573295840542,582.751459877237,430.3616397608347,,,89.43485576374033,180.5779219667687,83.89203414960991,96.6858878171588,1075.6320794669102,480.0855,-115.46107946691018,2.4810021526036934,1.2278309790444926,178.2435714285714,371591.756131,2.422857415982624,19.936959638141218,90.35102594539597,358.49075870519755,
2018-01-15,1347.99,1383.13,755.0,1049.0,1610343.15922,2018-01-21 23:59:59.999,1636484673.085153,1579403,786582.93477,799827823.8886454,813.8326965968071,627.1560827460717,454.621967613351,,,72.43622915851519,194.2551036290048,105.9646480454889,88.2904555835159,1158.5044217824359,515.447,-127.61042178243588,2.495144687164484,0.9148564202253432,218.30214285714285,523464.300196,3.0763189746025494,-22.12323682256867,59.4224924012158,243.93442622950818,
2018-01-22,1049.0,1277.0,908.0,1251.96,984564.6015,2018-01-28 23:59:59.999,1033542684.7170984,1183236,466951.36796,491584522.8806674,893.4922063064785,686.6612177226364,485.8901257461607,,,77.48039716181879,218.94765218341774,128.56124887307467,90.38640331034307,1275.8884653415175,563.37,-149.14846534151764,2.5294867150949383,0.9832085296694393,239.70785714285714,610440.255643,1.6128762682318853,19.34795042897999,70.57140521540097,323.632118566643,
2018-01-29,1251.96,1258.89,783.67,823.56,1288157.7921,2018-02-04 23:59:59.999,1291807049.1362147,2035734,620696.04667,622890209.9715552,880.7772597053005,699.6991969871472,499.1320815992525,,,62.000592438997295,201.62417709432907,143.17383451732556,58.45034257700351,1297.9799258698743,591.6705,-114.63892586987436,2.3875093514713828,0.6641557449940656,270.95214285714286,723099.699213,1.781438705481405,-34.21834563404582,-26.670168908992153,169.80736469663213,
2018-02-05,821.6,911.2,570.1,808.99,1880969.80396,2018-02-11 23:59:59.999,1417347163.9502704,2376930,925768.10763,697373492.1869595,867.7250306679731,710.1078448931331,511.2833725169289,,,61.85458474552792,184.5916632542245,151.45740026470537,33.13426298951913,1314.9444915076224,618.0200000000001,-78.9044915076222,2.2553460778215015,0.637009103803257,292.36857142857144,888438.229549,2.117164414362089,-1.769148574481516,-39.94135115070527,128.4314555979105,
2018-02-12,808.58,978.5,807.46,911.0,945634.50225,2018-02-18 23:59:59.999,855338972.301696,1900664,467238.47166,422765009.2318822,875.5932069101598,729.240431093787,526.9585343790102,,,63.41387801378236,177.2810422882825,156.62212866942082,20.658913618861675,1340.5642330936262,648.3725000000001,-43.81923309362605,2.135166846507605,0.6897071919843897,301.15785714285715,958356.232538,0.9867254681964042,12.609550179853901,-13.155386081982845,96.82827759052806,
